gene_id	gene_name	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6	individual_7	individual_8	individual_9	individual_10
ENSG00000008323.15	PLEKHG6	31.0109	12.073	0.0435	0.397	3.9667	3.6297	0.068	12.1755	19.1676	51.6298
ENSG00000008324.12	SS18L2	21.4337	15.5876	17.8846	28.8277	7.1697	8.0345	36.3856	14.3122	19.6935	16.2402
ENSG00000008382.16	MPND	7.4654	14.4641	24.6808	15.3929	13.4875	10.2373	56.888	23.7651	8.5508	20.8463
ENSG00000008394.13	MGST1	176.0987	21.7549	0.8807	114.2511	102.8327	22.8903	5.9547	43.5286	31.9816	44.6267
ENSG00000008405.12	CRY1	12.9662	20.2733	1.4092	30.5907	17.7669	6.7677	28.0242	13.5869	16.3904	15.9556
ENSG00000008438.5	PGLYRP1	0	0.454	0.5239	1.3137	0.3315	3.5553	0.1023	1.169	0.5396	0.4865
ENSG00000008441.18	NFIX	28.4488	331.323	14.4109	220.4806	39.1712	6.6125	194.7086	54.6959	136.1102	56.4746
ENSG00000008513.16	ST3GAL1	3.8257	39.2979	40.4236	15.5131	27.3489	43.3173	6.0442	38.7485	75.2068	11.2267
ENSG00000008516.17	MMP25	0.9247	1.9532	7.1782	4.0228	0.9259	0.3388	10.8446	2.5991	1.4269	1.0141
ENSG00000008517.18	IL32	11.0885	40.1077	35.275	40.2894	178.4928	1.1953	22.0426	81.31	97.4779	239.0562
ENSG00000008710.20	PKD1	7.5736	20.8155	8.5259	15.3795	6.8191	7.1204	7.1173	7.067	10.0275	7.3321
ENSG00000008735.14	MAPK8IP2	0.9602	13.6723	1.1846	17.2969	0.2026	0.2276	121.6536	2.0955	4.8617	1.219
ENSG00000008838.20	MED24	88.5909	37.7863	73.1714	74.5132	28.3345	28.3734	110.4715	35.17	51.4612	54.9457
ENSG00000008853.17	RHOBTB2	3.6254	9.0049	26.3993	12.7137	9.1682	2.1938	35.4278	42.8067	13.0282	5.445
ENSG00000008869.12	HEATR5B	11.9751	20.2277	10.5214	19.7589	14.4586	73.2599	9.2455	15.9329	8.6861	11.8544
ENSG00000008952.17	SEC62	59.4513	74.9843	48.6285	68.0471	72.263	54.7159	51.1036	58.124	87.917	47.599
ENSG00000008988.11	RPS20	493.0354	691.9495	957.9923	236.3614	462.772	188.3095	822.6496	340.5102	613.7898	489.4864
ENSG00000009307.16	CSDE1	566.1143	707.307	387.3285	306.2397	460.6652	265.3893	120.7289	256.8871	342.4333	261.9284
ENSG00000009335.18	UBE3C	69.5409	48.5844	44.9498	50.0555	31.047	33.013	18.3219	30.3211	37.5525	43.4931
ENSG00000009413.16	REV3L	5.2602	11.7711	5.9857	23.2202	4.3445	75.7096	8.7929	6.0396	4.2787	2.9664
ENSG00000009694.13	TENM1	0.0381	0.683	0.0048	5.7766	1.8063	3.7922	0.2302	0.2995	1.8919	0.1068
ENSG00000009709.12	PAX7	0	0.0099	0	0.0914	0	0	0.0112	0.0107	0.0169	0.0266
ENSG00000009724.17	MASP2	0.1537	1.1477	0.4502	3.635	0.9786	12.1075	1.1395	0.9397	1.295	0.9306
ENSG00000009765.15	IYD	0.0868	0.0434	0	0.0082	0.5549	0.0116	0	0.7389	0.0053	10.5548
ENSG00000009780.16	FAM76A	12.1305	18.7813	10.6043	18.0986	12.8922	7.9988	7.3724	12.5978	11.3858	13.7924
ENSG00000009790.15	TRAF3IP3	0.4116	11.5968	20.0944	0.982	2.2031	60.2722	0.4858	4.9482	0.6057	1.1112
ENSG00000009830.12	POMT2	6.0162	8.1461	4.7756	13.5789	6.8426	5.1865	15.0124	4.7834	10.0032	5.2323
ENSG00000009844.16	VTA1	42.8271	37.7688	26.7291	32.3761	22.6922	42.5254	33.3769	15.4899	41.8724	25.0117
ENSG00000009950.16	MLXIPL	0.9344	0.2937	0.0257	1.9669	16.9871	0.0498	4.6913	4.6555	24.6325	30.6552
ENSG00000009954.11	BAZ1B	110.6498	58.1601	139.4777	70.5206	46.0838	68.7265	42.7323	41.071	73.8783	41.2289
ENSG00000010017.13	RANBP9	40.2894	53.2717	40.0703	74.2041	28.6725	78.9485	22.7925	27.7759	49.3919	37.4174
ENSG00000010030.14	ETV7	24.4986	7.2575	2.2656	4.1673	11.8635	0.1515	1.8908	16.5023	3.5407	11.3904
ENSG00000010072.16	SPRTN	6.4127	13.3345	9.9967	9.3492	5.9013	6.6974	7.2817	5.2086	11.0161	5.5409
ENSG00000010165.20	EEF1AKNMT	37.6437	70.8667	78.9446	35.5579	22.6367	25.4058	59.0386	27.7259	42.1436	45.003
ENSG00000010219.13	DYRK4	8.6392	10.5993	7.6073	12.0711	7.7939	2.4809	20.8865	7.6756	7.0568	8.1551
ENSG00000010244.19	ZNF207	37.0266	33.7862	52.982	39.4135	20.5499	101.8139	24.089	24.3921	21.4558	28.7239
ENSG00000010256.11	UQCRC1	221.2218	239.597	114.6924	182.5484	102.7725	33.2207	524.2429	164.2516	221.8012	345.9199
ENSG00000010270.14	STARD3NL	28.3007	18.2577	23.348	115.9441	41.6586	33.6528	65.7525	28.3452	31.5194	27.7232
ENSG00000010278.15	CD9	642.5399	323.0307	10.5318	142.351	123.4395	0.3085	101.5137	327.5525	263.9464	391.4791
ENSG00000010282.15	HHATL	0.0566	0.0668	0	2.9572	0.0203	0.0415	8.5987	0.8359	0	0
ENSG00000010292.13	NCAPD2	209.4301	72.5059	182.0475	62.2747	23.9415	38.1082	36.2223	39.4115	126.7523	55.3439
ENSG00000010295.20	IFFO1	1.0421	14.6128	16.6653	32.1644	9.0178	14.6648	48.3446	13.5435	3.0685	4.5976
ENSG00000010310.9	GIPR	0.1775	0.8751	0.3903	1.0843	0.0695	0.1892	1.4997	7.3204	0.4307	0.7475
ENSG00000010318.21	PHF7	2.8693	5.4466	2.2788	7.8424	3.2093	14.9652	2.6687	4.2032	2.3689	3.7375
ENSG00000010319.7	SEMA3G	0.9887	16.7504	1.2249	1.5246	55.0825	0.095	8.4636	9.1426	2.1089	3.4467
ENSG00000010322.16	NISCH	21.1314	46.8862	16.8372	59.6438	19.5863	24.6421	72.5116	33.3447	44.4506	21.2679
ENSG00000010327.10	STAB1	3.9092	16.734	4.6186	103.9001	45.7406	6.9056	24.8011	24.0766	11.4906	9.565
ENSG00000010361.14	FUZ	17.1743	18.309	29.7076	34.9913	14.2663	5.8044	44.0822	16.4899	27.1521	2.4497
ENSG00000010379.16	SLC6A13	0.0193	0.0758	0.0291	0.7174	234.3673	0.1695	0.9385	0.5527	1.325	0.0812
ENSG00000010404.18	IDS	1.7955	2.9191	1.4102	7.5969	3.3397	5.6875	0.5219	3.5102	2.907	3.6137
ENSG00000010438.17	PRSS3	15.3841	1.2632	0.1735	1.8395	0.2471	0.8412	2.896	19.264	0.3447	191.3311
ENSG00000010539.12	ZNF200	6.153	6.0962	7.6846	4.5335	3.318	3.1812	4.181	4.3786	2.5769	3.882
ENSG00000010610.10	CD4	2.4233	61.1707	95.6849	76.8756	99.1819	3.4457	31.092	172.394	28.3388	24.4915
ENSG00000010626.15	LRRC23	16.0276	7.4568	7.5962	25.4061	25.9153	4.3987	57.0753	29.9665	13.2519	8.86
ENSG00000010671.16	BTK	0.3576	8.2064	147.6854	8.9825	7.4129	112.9996	4.6051	25.2071	1.7776	2.447
ENSG00000010704.18	HFE	39.4368	20.9462	2.7453	10.9515	21.2987	0.1478	0.3062	10.4401	4.8859	7.0411
ENSG00000010803.16	SCMH1	20.9328	31.5009	20.4083	35.9185	39.7543	60.3767	12.8128	19.9768	26.2904	25.2522
ENSG00000010810.17	FYN	4.989	27.4902	5.5975	212.8032	29.9431	26.7838	148.0331	17.5806	21.594	9.7609
ENSG00000010818.10	HIVEP2	16.8897	16.4538	13.2929	13.6102	15.0886	10.9683	5.4087	8.9266	21.1974	6.4982
ENSG00000010932.17	FMO1	0.3861	3.1769	4.6685	0.1643	18.7004	0.2995	0.2613	1.1872	4.5611	0.4303
ENSG00000011007.12	ELOA	52.9248	36.3717	58.5774	45.0315	29.3973	18.521	24.8182	42.5274	47.4943	23.3863
ENSG00000011009.11	LYPLA2	212.5336	103.9241	110.247	67.6545	110.3237	20.9955	112.594	160.5041	241.0931	158.1726
ENSG00000011021.23	CLCN6	4.3137	9.6909	10.4236	25.689	10.2948	12.642	12.0297	8.8864	14.5853	5.6056
ENSG00000011028.14	MRC2	28.942	365.8036	30.3814	80.0032	22.5227	33.9714	20.2886	57.6186	50.4243	38.3875
ENSG00000011052.21	NME1-NME2	0	0	0	0	0	0	0	0	0	0
ENSG00000011083.9	SLC6A7	0.0191	0.4058	0.1445	0.4547	0.0137	0.028	0.2539	0.4354	0	0.7249
ENSG00000011105.14	TSPAN9	24.0364	63.8975	4.611	15.9563	114.8684	0	24.8707	18.0797	37.2387	12.5465
ENSG00000011114.15	BTBD7	13.3386	15.7247	8.0517	8.6401	18.8507	18.4561	3.6286	8.5874	16.9384	7.0213
ENSG00000011132.12	APBA3	6.5487	12.9128	11.9536	12.5869	6.029	2.9131	15.0725	7.4445	8.8661	9.6951
ENSG00000011143.19	MKS1	10.4451	8.7104	6.6452	7.2007	2.8493	4.3654	10.2008	4.4739	5.3106	5.5249
ENSG00000011198.10	ABHD5	9.7652	11.6315	3.354	26.324	8.0786	7.4408	18.1504	19.1942	8.4562	6.8537
ENSG00000011201.12	ANOS1	0.3465	4.8384	2.8982	50.4576	7.7465	0.0169	42.1395	13.9854	8.9094	9.3632
ENSG00000011243.18	AKAP8L	12.6428	24.48	22.4578	21.976	9.0456	23.7887	33.6554	15.3997	33.0563	13.0218
ENSG00000011258.16	MBTD1	11.7963	15.6694	23.0975	16.5725	7.2037	53.0912	11.1966	7.6327	18.2951	9.1344
ENSG00000011260.14	UTP18	103.7704	51.3261	127.7167	64.2238	43.5665	37.56	97.9794	38.4543	38.306	74.9343
ENSG00000011275.19	RNF216	25.8701	34.7409	33.7838	52.7369	23.5365	28.5579	41.0737	16.4602	43.1335	24.5757
ENSG00000011295.16	TTC19	20.2405	23.6064	18.9226	57.3076	23.9584	52.8241	82.5649	18.0464	20.3216	39.1183
ENSG00000011304.22	PTBP1	234.5557	147.2712	323.1371	94.5188	103.3148	63.5099	81.3811	110.1033	180.574	152.9521
ENSG00000011332.19	DPF1	0.4431	0.5223	1.6228	26.3186	0.0856	0.5494	61.6755	0.2586	1.2736	0.1794
ENSG00000011347.10	SYT7	1.2781	10.7516	0.2947	5.8783	1.0644	0.0317	10.2387	1.1416	7.9285	49.1479
ENSG00000011376.12	LARS2	9.072	7.9331	6.5326	9.9504	3.7029	10.6174	10.3287	6.4709	8.4818	12.2301
ENSG00000011405.13	PIK3C2A	13.4911	39.2129	13.622	33.8635	34.8326	30.4088	9.636	17.8727	22.1552	14.8768
ENSG00000011422.12	PLAUR	12.0763	67.3753	22.027	36.9762	20.5105	0.6992	4.9869	150.9756	35.9795	53.6759
ENSG00000011426.11	ANLN	125.7073	23.6271	20.3808	24.6891	8.7371	9.5939	9.1028	14.8826	37.2796	24.3546
ENSG00000011451.21	WIZ	17.3673	29.643	17.8317	28.374	12.9895	10.6166	25.7154	12.9397	57.0504	18.2238
ENSG00000011454.18	RABGAP1	38.9339	46.4614	35.4415	48.5632	26.1109	28.5882	42.2805	27.5765	28.0179	27.0859
ENSG00000011465.18	DCN	4.6396	222.9605	21.6267	21.5821	31.6248	0.4539	12.4368	117.7989	96.8346	101.8153
ENSG00000011478.13	QPCTL	20.6164	14.9513	39.8292	22.7482	8.1418	7.9768	15.3513	16.1872	17.3308	25.4236
ENSG00000011485.15	PPP5C	55.3178	30.5345	74.9478	32.4442	22.1241	10.6523	24.0209	29.1011	43.987	33.3584
ENSG00000011523.14	CEP68	11.1937	14.3741	10.6826	18.0726	15.8272	22.1574	17.3212	7.4388	12.7798	12.5635
ENSG00000011566.15	MAP4K3	28.4057	19.6921	2.1948	23.15	14.6299	17.9717	15.9122	22.4366	19.4857	18.1449
ENSG00000011590.14	ZBTB32	0.5674	2.7462	10.8568	0.3087	0.3213	2.1443	0.7137	1.5864	0.538	0.5031
ENSG00000011600.12	TYROBP	23.629	133.1133	145.7981	459.2402	419.651	283.2066	182.4761	1002.3481	160.6153	116.0255
ENSG00000011638.11	TMEM159	92.5763	49.7871	38.0169	15.8339	94.9853	8.4814	8.9721	46.1616	15.0857	49.0174
ENSG00000011677.13	GABRA3	7.4901	9.7595	0	8.2113	0.0141	0	50.6275	0	1.0653	0.249
ENSG00000012048.23	BRCA1	37.1729	4.5457	50.0906	11.2762	2.1185	21.8192	11.6932	4.0616	7.0793	7.7178
ENSG00000012061.16	ERCC1	35.6691	79.9022	44.8562	36.7958	25.5643	12.2551	53.6992	21.5764	37.2721	28.3298
ENSG00000012124.17	CD22	0.0663	6.1108	116.295	0.9875	3.4358	0.9527	0.3523	13.0338	55.9361	1.6204
ENSG00000012171.20	SEMA3B	2.6661	14.0882	0.2572	31.0641	5.8288	0.2286	90.4871	85.642	16.9006	117.142
ENSG00000012174.12	MBTPS2	6.4379	9.6379	5.771	13.6313	14.0701	7.7855	13.8163	7.7339	6.0531	17.2523
ENSG00000012211.13	PRICKLE3	17.2728	6.8931	10.9915	5.8746	4.606	5.1473	0.7723	10.2063	20.9458	27.8891
ENSG00000012223.13	LTF	0.123	40.3395	0.3255	436.1003	9.7522	0	0.5263	413.8192	1.382	2.5475
ENSG00000012232.9	EXTL3	8.1072	16.3752	10.2643	32.8093	17.0636	2.7655	41.8826	6.3813	32.0728	7.3139
ENSG00000012504.15	NR1H4	0.0225	0	0.0341	0.4428	54.5346	0	0.1996	0.057	0	0.2848
ENSG00000012660.14	ELOVL5	167.1607	108.7324	126.6288	147.2496	78.9255	83.3358	102.0964	60.1273	74.1495	57.9986
ENSG00000012779.11	ALOX5	3.1799	23.4058	21.7126	37.1328	55.4343	2.4744	5.3184	195.6385	9.614	17.9161
ENSG00000012817.16	KDM5D	17.7638	0.0408	32.868	19.2473	2.7716	0.038	13.542	15.6925	0	3.1851
ENSG00000012822.16	CALCOCO1	6.9775	62.7496	17.6617	44.7781	50.5178	27.3594	43.5066	48.5863	49.7233	26.1506
ENSG00000012963.15	UBR7	58.7681	47.14	80.4806	53.1347	68.7075	29.4792	81.0448	29.2087	35.7136	24.0509
ENSG00000012983.11	MAP4K5	20.5465	51.9286	22.1897	14.5479	14.7996	33.8513	17.8814	14.7993	16.6681	13.946
ENSG00000013016.16	EHD3	6.9848	17.2013	47.8438	21.3278	32.87	24.2709	44.1151	7.7478	13.3145	5.8185
ENSG00000013275.8	PSMC4	213.5134	194.3782	201.8816	140.0672	78.9924	27.0751	167.5699	123.4206	253.3224	122.7253
ENSG00000013288.9	MAN2B2	50.7151	31.862	17.2163	28.2303	27.2768	10.8342	13.7563	35.3637	20.3544	20.3176
ENSG00000013293.6	SLC7A14	0.0156	0.0061	0	1.7401	0	0.0114	17.7481	0	0.0156	0.0164
ENSG00000013297.12	CLDN11	0.3408	1.5622	0.6725	17.8469	1.6159	0.1387	7.3723	1.6441	9.2085	1.0364
ENSG00000013306.16	SLC25A39	399.3479	91.674	168.3031	132.6399	71.4382	24.6799	173.1968	133.1726	253.3102	253.369
ENSG00000013364.19	MVP	207.1434	77.1022	54.8059	23.8348	243.0308	8.92	107.8982	289.0992	53.5416	200.0004
ENSG00000013374.16	NUB1	62.9938	50.9104	33.6249	47.6936	45.2396	33.4494	44.7297	49.3427	47.0262	41.3158
ENSG00000013375.16	PGM3	11.4966	32.4279	9.7637	32.4865	14.1155	7.8381	17.1366	9.288	17.8532	17.7347
ENSG00000013392.8	RWDD2A	2.5393	12.9464	8.1687	22.9062	9.1538	0.3816	17.9607	4.4835	12.1067	8.4998
ENSG00000013441.16	CLK1	24.5399	108.134	47.9874	67.7606	25.6943	142.7934	25.767	44.1719	33.9313	42.6421
ENSG00000013503.10	POLR3B	12.7469	8.5619	27.229	10.1973	11.5061	11.6646	12.2843	6.9146	8.4826	10.0061
ENSG00000013523.11	ANGEL1	14.2914	13.3996	14.089	15.2787	10.3501	10.9669	13.3149	11.2893	26.9603	23.8092
ENSG00000013561.18	RNF14	19.4332	48.0102	24.2061	60.5363	55.1223	13.1206	47.652	24.4336	20.583	24.0327
ENSG00000013563.14	DNASE1L1	14.5703	8.2772	6.0895	4.8295	9.2017	4.8735	5.3792	10.0989	4.6101	16.0896
ENSG00000013573.17	DDX11	24.011	8.4289	45.6263	8.9944	4.9439	6.6185	30.0952	3.7425	17.0718	10.5189
ENSG00000013583.10	HEBP1	56.2194	30.4564	11.6684	30.9814	73.7543	14.5459	3.9917	33.1383	38.309	46.8771
ENSG00000013588.9	GPRC5A	212.4573	42.5933	0.2501	6.5435	1.9372	0.0156	0.9353	485.8515	32.9284	239.0781
ENSG00000013619.14	MAMLD1	3.8991	11.0924	0.6018	16.7327	4.7566	0.1408	36.4065	2.6279	12.6148	1.4743
ENSG00000013725.14	CD6	3.9541	16.0451	2.5422	1.5044	5.8793	1.3479	0.6683	13.3245	2.1528	2.0236
ENSG00000013810.20	TACC3	110.9982	28.0055	109.8551	22.4668	4.7809	30.8958	35.059	17.635	31.9314	24.7852
ENSG00000014123.10	UFL1	51.055	47.4197	27.336	31.6882	51.2807	34.9108	23.9099	26.0756	41.7749	26.2203
ENSG00000014138.9	POLA2	10.5041	2.0783	11.0255	5.7101	1.4542	4.1548	7.1646	1.7838	2.0684	4.1141
ENSG00000014164.7	ZC3H3	35.2172	47.7024	35.1066	26.4285	18.6384	24.9649	42.8639	27.3592	71.4503	25.4116
ENSG00000014216.16	CAPN1	472.7624	99.7559	77.0437	63.4576	90.9514	41.823	60.8636	128.0673	162.7774	152.2251
ENSG00000014257.16	ACP3	1.2041	3.2294	14.849	1.4422	0.5209	4.7329	0.0677	5.5597	3.1244	2.0523
ENSG00000014641.21	MDH1	225.3673	171.582	125.0331	81.6939	81.4275	35.2626	122.064	77.5287	70.0153	68.514
ENSG00000014824.14	SLC30A9	47.6095	45.1422	27.3775	49.5201	42.7571	31.6185	37.7738	25.3606	31.4645	43.9976
ENSG00000014914.21	MTMR11	20.5752	11.6428	0.6761	22.4895	36.9733	0.1835	11.0848	24.4392	9.1089	33.1509
ENSG00000014919.13	COX15	19.2461	16.3218	36.2045	17.9168	25.5514	24.7543	36.1791	16.1752	15.5738	26.4544
ENSG00000015133.19	CCDC88C	26.9177	9.0695	77.7038	1.9054	6.1385	28.1959	2.0975	18.295	13.1293	7.8591
ENSG00000015153.15	YAF2	5.5243	5.3678	9.5423	15.8755	8.2499	15.106	12.7713	3.0608	6.9643	4.481
ENSG00000015171.20	ZMYND11	114.2124	67.6689	18.0766	44.7639	66.5863	43.2185	21.9851	39.4926	61.818	40.0748
ENSG00000015285.11	WAS	2.4252	19.1967	134.3814	32.8776	22.6647	63.1557	22.7533	52.993	8.7848	6.6384
ENSG00000015413.9	DPEP1	0	1.5033	0.4066	5.3138	2.7655	0.0876	16.0565	0.7812	1.5355	486.7489
ENSG00000015475.19	BID	51.1341	21.0756	90.692	30.2647	17.7485	32.0541	73.7757	23.9376	30.0816	45.6304
ENSG00000015479.20	MATR3	0.5967	0.9379	0.8046	0.9042	0.4718	19.1758	0.162	0.3831	0.466	0.2427
ENSG00000015520.15	NPC1L1	0.0155	0.0854	0.0235	0.7224	0.0111	0.0683	0.0412	25.6012	1.2021	0.2943
ENSG00000015532.10	XYLT2	56.3719	17.8932	17.286	20.4131	27.729	9.0467	26.1973	20.3061	18.0243	26.9746
ENSG00000015568.13	RGPD5	0.0058	0.0181	0.0044	0.1192	0	0.093	0	0	0.0231	0
ENSG00000015592.16	STMN4	0	0.1757	0.0375	59.1185	0.1781	0.0364	437.8713	0.0419	0.0828	0.0523
ENSG00000015676.18	NUDCD3	51.4793	30.7958	28.7148	69.0786	46.5816	18.6466	82.3233	29.5189	39.4644	37.988
ENSG00000016082.15	ISL1	0.1162	0.1141	0	0.0901	0.0208	0.0426	0	1.9832	0.6782	0.4891
ENSG00000016391.11	CHDH	2.9938	12.3425	13.2268	10.3376	13.4499	0.0308	7.1963	12.8078	3.3575	24.6618
ENSG00000016402.13	IL20RA	59.5599	2.1475	0.0261	5.0055	0.0744	0	0.3367	10.1491	6.4736	16.1674
ENSG00000016490.16	CLCA1	0	0	0	0	0	0	0	0.0417	0	269.0184
ENSG00000016602.9	CLCA4	87.946	0.0187	0	0.1472	0.0511	0.2086	0.189	0.1	0.0633	68.504
ENSG00000016864.18	GLT8D1	32.0669	65.2911	16.9633	87.6199	32.3386	25.9499	62.2374	35.9723	32.8528	49.4439
ENSG00000017260.20	ATP2C1	114.7599	52.8133	26.8867	49.2441	36.3218	103.0745	28.9429	46.6518	47.6867	40.2352
ENSG00000017427.17	IGF1	0.1814	1.1962	0.0762	0.4064	0.5206	0.0148	0.2052	0.646	3.5513	0.3608
ENSG00000017483.15	SLC38A5	46.9056	5.36	31.9577	28.7892	13.2157	5.3995	215.6316	7.6388	10.1746	176.4351
ENSG00000017797.13	RALBP1	53.0005	94.6538	69.2421	39.2976	35.7551	28.6356	13.2356	37.3899	70.0715	26.3888
ENSG00000018189.13	RUFY3	8.9236	16.1866	21.1072	56.6684	10.1815	17.9191	25.4419	9.9224	7.4052	7.6732
ENSG00000018236.15	CNTN1	54.2202	7.5341	0.0248	78.0228	4.3622	0.016	30.8559	1.1139	5.3984	0.8966
ENSG00000018280.17	SLC11A1	1.9422	2.3638	2.0665	45.0175	2.7931	1.1743	6.7009	53.399	4.6365	4.7446
ENSG00000018408.15	WWTR1	39.6611	130.1394	4.0855	51.1112	83.6395	0.2726	10.037	28.793	42.6367	11.4026
ENSG00000018510.17	AGPS	22.5808	21.7253	29.7748	21.8306	33.1311	61.4169	18.8064	24.588	14.7708	23.7921
ENSG00000018607.7	ZNF806	0.0159	0.0623	0	0.2131	0	0	0.0421	0.0134	0.1058	0
ENSG00000018610.15	CXorf56	59.266	35.7933	47.3791	33.6789	25.5978	18.8086	54.9801	25.494	18.1868	63.6619
ENSG00000018625.15	ATP1A2	0.5585	1.1024	0.0098	294.7433	8.5245	0.0571	57.6048	6.7352	0.1907	0.6837
ENSG00000018699.13	TTC27	32.5726	19.5872	41.6222	20.3351	22.9212	24.0563	25.7594	14.8843	21.1795	22.9612
ENSG00000018869.17	ZNF582	1.5627	3.7997	0.2953	5.9569	1.6989	4.3652	2.0315	0.8441	1.4664	0.3599
ENSG00000019102.12	VSIG2	16.7896	17.5494	0.2991	1.5778	1.4192	2.8164	2.3516	140.2335	19.1243	79.154
ENSG00000019144.19	PHLDB1	3.6201	23.9953	2.326	24.9915	10.4731	0.0276	11.5993	5.6569	10.1421	10.4935
ENSG00000019169.10	MARCO	1.023	43.5393	47.8762	21.3123	10.2448	0.2883	0.2089	886.4607	5.7233	8.6159
ENSG00000019186.10	CYP24A1	4.5535	12.4934	0	0.1696	0.2354	0.0601	0.3449	1.9543	0.26	2.4185
ENSG00000019485.13	PRDM11	1.1619	7.6464	2.2485	4.9861	3.4893	5.5375	2.3268	2.2612	3.5944	1.9892
ENSG00000019505.8	SYT13	0.015	13.4362	0.1362	14.3802	56.886	0.022	12.0733	45.4625	7.6885	15.8791
ENSG00000019549.13	SNAI2	47.943	90.0156	9.0068	12.3963	15.1292	0.0731	3.0231	4.9612	28.0643	10.6564
ENSG00000019582.15	CD74	470.5197	1076.0119	1620.5452	1923.7922	3401.469	987.6486	492.8636	5411.5466	1311.6689	647.2837
ENSG00000019991.18	HGF	105.3173	1.7929	0.355	9.9357	9.734	24.8257	0.2375	4.0664	0.3638	1.2892
ENSG00000019995.6	ZRANB1	5.8282	13.1087	12.4512	7.9295	8.8605	11.5604	3.7933	5.5243	8.7706	6.5813
ENSG00000020129.16	NCDN	17.8505	25.0904	26.693	52.554	18.0547	9.5072	38.9018	24.2113	27.9734	15.9029
ENSG00000020181.18	ADGRA2	3.4526	29.7303	5.9868	8.0451	39.0696	0.1692	4.8341	9.8046	12.3047	18.6725
ENSG00000020219.9	CCT8L1P	0.0489	0.0384	0	0.1515	0	0.358	0.0432	0.0412	0.0978	0
ENSG00000020256.20	ZFP64	15.9142	17.7527	15.3146	10.4607	6.9304	7.5202	10.3428	5.7901	15.5947	17.2742
ENSG00000020426.11	MNAT1	17.5119	11.9225	17.3493	6.3903	8.7929	14.3453	18.7302	7.8099	16.9221	7.3301
ENSG00000020577.14	SAMD4A	2.4673	11.6139	2.4813	10.7642	8.4732	0.0875	16.4195	5.6373	5.4081	4.6225
ENSG00000020633.19	RUNX3	4.1216	29.9891	159.5811	7.2498	26.6194	51.579	3.0596	36.7285	12.1871	16.4466
ENSG00000020922.13	MRE11	77.0457	14.1746	29.6788	15.0075	9.4351	33.8162	12.0949	6.6959	20.5979	14.4539
ENSG00000021300.14	PLEKHB1	0.1327	46.6688	2.1932	128.9362	2.2956	0.8747	317.2351	19.295	50.9081	67.3156
ENSG00000021355.13	SERPINB1	287.4937	48.8441	47.8229	31.775	143.5386	388.8201	17.1792	234.8061	66.5833	269.8544
ENSG00000021461.17	CYP3A43	0.031	0.0244	0	0.1924	0.089	0.4091	0	0.0262	0.4761	0.0653
ENSG00000021488.13	SLC7A9	0.1574	0.4207	0.0238	1.1717	12.3538	0.7382	0.3344	0.2124	1.2395	0.3978
ENSG00000021574.13	SPAST	10.1204	13.67	17.5798	17.6946	7.7915	18.4075	24.5507	6.1982	13.2237	7.6298
ENSG00000021645.20	NRXN3	0.0737	0.6001	0.3303	1.4697	5.6318	0.0309	3.2858	1.8249	0.4779	0.9757
ENSG00000021762.20	OSBPL5	6.1079	27.2966	2.275	17.6515	13.3006	23.2895	13.1178	16.6779	7.5595	20.7428
ENSG00000021776.11	AQR	18.9471	14.6469	22.0713	12.711	14.6654	33.4577	5.466	13.1054	11.2162	11.195
ENSG00000021826.17	CPS1	14.0688	1.2837	0.3086	7.3598	0.8574	0.0762	9.9486	0.8138	0.6192	0.2345
ENSG00000021852.13	C8B	0	0	0	0	0	0	0	3.181	0.02	0
ENSG00000022267.19	FHL1	18.5033	24.9828	1.3499	254.8413	357.1936	2.6786	198.4633	47.3585	12.6072	20.4201
ENSG00000022277.13	RTF2	55.1439	82.0893	83.6121	72.0915	65.7077	33.307	118.5517	47.5662	71.2125	97.5839
ENSG00000022355.18	GABRA1	0	0.1527	0.0073	0.954	0	0.0142	1.3672	0	0	0
ENSG00000022556.16	NLRP2	89.8333	1.1406	158.4692	0.7501	0.5298	0.0759	0.1835	16.9455	36.2695	14.2415
ENSG00000022567.10	SLC45A4	13.7885	20.5681	6.0401	5.8841	17.6611	1.5735	8.6294	13.7176	21.0831	6.6829
ENSG00000022840.16	RNF10	90.4511	81.0471	130.2679	117.2915	107.8125	54.4467	103.1635	84.3572	229.8529	84.9202
ENSG00000022976.15	ZNF839	6.585	4.2207	9.655	3.8875	3.0335	8.1696	3.484	3.8126	4.2279	3.4817
ENSG00000023041.11	ZDHHC6	25.055	37.1185	57.5506	34.4277	36.2569	35.2428	28.5504	29.9593	34.3829	45.5401
ENSG00000023171.18	GRAMD1B	0.2518	2.3532	20.5979	4.4531	0.9973	0.0561	9.9753	6.3185	0.7013	0.8413
ENSG00000023191.17	RNH1	86.8914	124.2527	78.0456	52.6106	74.0477	13.3453	147.0577	118.7989	54.1744	93.4045
ENSG00000023228.14	NDUFS1	29.3428	73.5246	31.9169	27.2204	23.361	27.2141	34.0114	19.7105	24.5514	31.2806
ENSG00000023287.13	RB1CC1	34.1468	98.4806	19.1811	31.2218	25.1717	56.0037	18.5065	18.5727	25.1865	36.4242
ENSG00000023318.8	ERP44	75.0965	58.6325	40.9151	42.2085	56.1975	42.431	41.1691	60.7385	76.287	86.0813
ENSG00000023330.15	ALAS1	84.2834	122.7718	93.5142	69.9201	34.0804	20.0876	79.8795	146.2679	77.7184	79.5972
